person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21,11000,MORTGAGE,3.0,VENTURE,E,27.21307458590071,6.676831297324848,1,0.19134445790135002,Y,3
23,11000,OWN,0.0,PERSONAL,A,19.471992131290946,4.434575605301728,0,0.09726738541716978,N,3
24,65000,RENT,6.0,HOMEIMPROVEMENT,B,45.99644832780828,4.640618841969781,1,0.203959609416471,N,3
21,11389,OTHER,5.0,EDUCATION,C,26.220706574957266,5.454007132552245,1,0.17706624781167016,Y,2
21,11520,OWN,5.0,MEDICAL,B,21.577271836635923,4.974417613923041,1,0.1174905742817938,N,3
25,120000,RENT,2.0,VENTURE,A,45.810706890500725,3.5273976135530263,0,0.1556115371039023,N,2
26,95000,RENT,7.0,HOMEIMPROVEMENT,C,45.45162715478547,5.804777426558771,1,0.17228497321906472,Y,3
25,306000,RENT,2.0,DEBTCONSOLIDATION,C,42.6021669652748,5.72182953889128,0,0.06650815354866042,N,3
26,300000,MORTGAGE,10.0,MEDICAL,C,31.485671723721765,5.627440931456312,0,0.027922524440751297,N,4
21,12000,OWN,5.0,EDUCATION,A,22.98886341392129,3.841933563093266,1,0.13459816047622114,N,4
22,48000,RENT,1.0,EDUCATION,E,45.0448902524545,6.826390321658231,1,0.21862438251818914,N,2
24,64000,RENT,8.0,DEBTCONSOLIDATION,D,45.0448902524545,5.899606094473986,1,0.1996194006045914,Y,3
25,75000,RENT,4.0,HOMEIMPROVEMENT,D,45.0448902524545,6.477296205929573,1,0.18761725521095682,Y,4
26,62050,RENT,6.0,MEDICAL,E,45.0448902524545,6.734655383131258,1,0.18951317300823922,N,2
24,12000,OWN,4.0,VENTURE,B,22.98886341392129,5.41341092089616,1,0.13459816047622114,N,3
26,300000,MORTGAGE,10.0,VENTURE,A,40.494917292743274,3.9678435512490733,0,0.059486443386211396,N,4
23,300000,OWN,1.0,EDUCATION,F,42.6021669652748,7.0561322279275105,0,0.06650815354866042,Y,2
26,300000,OWN,9.0,HOMEIMPROVEMENT,B,33.669449219720555,4.757677311635081,0,0.027922524440751297,N,4
26,300000,MORTGAGE,0.0,EDUCATION,D,42.94425908363144,6.0983823251944616,0,0.06650815354866042,N,3
25,300000,MORTGAGE,9.0,HOMEIMPROVEMENT,E,39.383091609599575,6.3721501132996,0,0.052136339569364726,N,3
26,80690,RENT,8.0,PERSONAL,A,45.0448902524545,3.8350506231702495,1,0.18151332289601382,N,3
22,66300,RENT,4.0,MEDICAL,B,45.0448902524545,5.41341092089616,1,0.18362031118897987,N,3
26,89028,RENT,0.0,DEBTCONSOLIDATION,A,45.0448902524545,3.5273976135530263,1,0.17471923148770432,N,3
23,78000,RENT,7.0,DEBTCONSOLIDATION,F,45.0448902524545,6.878711099648427,1,0.18362031118897987,Y,3
23,92004,RENT,6.0,PERSONAL,C,45.0448902524545,6.073489853364605,1,0.17228497321906472,Y,3
23,97000,RENT,7.0,VENTURE,B,45.0448902524545,4.8375500854341364,1,0.1671387780366712,N,2
25,120000,RENT,9.0,EDUCATION,A,45.0448902524545,3.974574294446668,0,0.14915050329746676,N,4
26,280000,RENT,4.0,PERSONAL,C,33.669449219720555,6.253488035233773,0,0.03637498791878667,Y,3
26,277104,RENT,0.0,VENTURE,B,40.494917292743274,5.077471851285368,0,0.059486443386211396,N,3
25,128000,RENT,9.0,PERSONAL,A,45.0448902524545,3.7657716853003445,0,0.1421635234861285,N,4
21,131000,RENT,0.0,VENTURE,A,45.0448902524545,3.293523846692644,0,0.1421635234861285,N,4
22,275000,OWN,6.0,VENTURE,B,35.35655209774959,5.105834202938125,0,0.03637498791878667,N,2
25,221850,MORTGAGE,9.0,MEDICAL,D,42.94425908363144,6.189830210437727,1,0.07963535856508341,N,2
22,70000,RENT,6.0,EDUCATION,D,44.68754663305593,6.260801775118217,1,0.19134445790135002,N,3
22,12000,MORTGAGE,7.0,EDUCATION,D,19.8653080322652,5.97567100692327,0,0.09726738541716978,Y,3
26,260000,OWN,10.0,HOMEIMPROVEMENT,B,44.2391893662115,4.936829374622175,0,0.08577270577368722,N,3
25,259000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,40.494917292743274,5.868975383694071,0,0.06650815354866042,Y,2
24,255000,MORTGAGE,9.0,EDUCATION,A,33.30168392317658,3.6602719442568312,0,0.03637498791878667,N,2
25,250000,RENT,2.0,MEDICAL,C,42.94425908363144,5.627440931456312,0,0.07963535856508341,N,4
21,12000,OWN,6.0,EDUCATION,C,24.19955612823122,5.659032347003334,1,0.14915050329746676,Y,3
23,65000,RENT,2.0,EDUCATION,A,44.2391893662115,3.974574294446668,1,0.19311374540391096,N,2
26,85000,RENT,2.0,VENTURE,A,44.2391893662115,3.8350506231702495,1,0.17228497321906472,N,3
26,12000,OWN,2.0,EDUCATION,A,29.44907048064586,3.841933563093266,1,0.2053141304789703,N,3
22,88000,RENT,6.0,VENTURE,B,44.2391893662115,4.616352236792386,1,0.16975953713036135,N,3
21,12000,OWN,0.0,PERSONAL,C,26.577508568220797,5.624802437319207,1,0.17706624781167016,Y,4
22,12000,OWN,6.0,DEBTCONSOLIDATION,A,27.49617640645608,3.713264082490948,1,0.18761725521095682,N,2
24,83004,RENT,0.0,VENTURE,D,44.2391893662115,6.260801775118217,1,0.17471923148770432,Y,4
24,250000,RENT,2.0,EDUCATION,C,39.383091609599575,5.491699525340929,0,0.059486443386211396,Y,3
25,100000,RENT,5.0,DEBTCONSOLIDATION,B,44.2391893662115,5.41341092089616,0,0.15865969514278924,N,3
26,110000,RENT,10.0,EDUCATION,A,44.2391893662115,4.3019985976324175,0,0.14915050329746676,N,2
23,151200,RENT,7.0,DEBTCONSOLIDATION,B,44.2391893662115,4.971533367663319,0,0.12639575665962294,N,2
21,12000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,24.74800081370722,6.1849130604832085,1,0.1556115371039023,Y,3
22,70000,RENT,4.0,EDUCATION,C,44.03094961296295,5.513153592612336,1,0.18565393698916363,Y,3
26,73200,RENT,5.0,VENTURE,D,43.84105647595247,6.170143951898595,1,0.18151332289601382,Y,2
24,83000,RENT,5.0,PERSONAL,C,43.81980923291128,5.627440931456312,1,0.17228497321906472,Y,2
23,62500,RENT,7.0,MEDICAL,B,43.388440560917594,5.142537787494117,1,0.19134445790135002,N,2
23,120000,RENT,1.0,EDUCATION,B,43.21235462736357,5.41341092089616,0,0.13459816047622114,N,3
24,12360,OWN,2.0,MEDICAL,C,20.239165830813377,5.648516294907322,0,0.09726738541716978,N,3
22,60000,RENT,0.0,VENTURE,B,43.15689866613246,4.936829374622175,1,0.19134445790135002,N,3
25,234000,MORTGAGE,3.0,MEDICAL,C,40.494917292743274,5.830519424335643,0,0.07321898211290748,Y,4
24,234000,OWN,8.0,HOMEIMPROVEMENT,B,40.494917292743274,4.29561613713986,0,0.07321898211290748,N,4
26,234000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,41.32495203428469,5.27369847647924,0,0.07321898211290748,N,3
25,221004,MORTGAGE,6.0,DEBTCONSOLIDATION,D,35.27749478411265,5.868975383694071,1,0.04443916500008338,Y,3
26,232500,MORTGAGE,0.0,MEDICAL,C,42.94425908363144,5.804777426558771,0,0.08577270577368722,Y,2
25,230000,MORTGAGE,5.0,MEDICAL,C,46.89384689884585,5.758227770612001,0,0.10780879944927324,N,4
23,83000,RENT,7.0,EDUCATION,B,43.07891148682888,4.936829374622175,1,0.1644183285980917,N,3
25,12600,OWN,3.0,PERSONAL,C,20.76795341600809,5.659032347003334,0,0.10265113379417039,N,3
21,42500,RENT,3.0,EDUCATION,C,42.94425908363144,5.424258164961908,1,0.214725809669433,Y,3
25,12816,OWN,0.0,DEBTCONSOLIDATION,C,24.19955612823122,5.462100014976926,1,0.1421635234861285,Y,4
24,12960,MORTGAGE,1.0,HOMEIMPROVEMENT,B,25.562223475102112,4.616352236792386,1,0.15865969514278924,N,3
26,226000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,40.494917292743274,5.08031317164926,0,0.07321898211290748,N,4
25,225000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,45.0448902524545,7.166659458019199,0,0.09726738541716978,Y,2
26,213000,MORTGAGE,6.0,EDUCATION,B,46.89384689884585,4.8375500854341364,1,0.11275172017356352,N,2
24,12960,MORTGAGE,0.0,DEBTCONSOLIDATION,B,27.089219045444224,5.176252292505034,1,0.17706624781167016,N,4
23,12996,OWN,0.0,DEBTCONSOLIDATION,C,22.724955450982304,5.627440931456312,1,0.12203542417018451,Y,2
22,42000,RENT,6.0,MEDICAL,D,42.94425908363144,5.912334083574647,1,0.21574539847925772,Y,2
26,48000,RENT,2.0,EDUCATION,B,42.94425908363144,4.533790647291129,1,0.20662548407889342,N,4
25,12996,OWN,1.0,MEDICAL,D,25.464277250241583,5.912334083574647,1,0.15865969514278924,N,3
25,42360,RENT,1.0,EDUCATION,E,42.94425908363144,6.348069601058499,1,0.214725809669433,Y,3
21,49000,RENT,4.0,EDUCATION,B,42.94425908363144,4.936829374622175,1,0.2053141304789703,N,2
25,225000,MORTGAGE,0.0,VENTURE,F,42.94425908363144,6.890044660678766,0,0.08577270577368722,N,2
26,225000,RENT,1.0,EDUCATION,A,24.19955612823122,4.434575605301728,0,0.009760196186011837,N,4
23,225000,RENT,8.0,DEBTCONSOLIDATION,A,31.15266436789216,4.215285327342839,0,0.027922524440751297,N,2
26,225000,MORTGAGE,2.0,VENTURE,B,42.94425908363144,4.667813767031882,0,0.08577270577368722,N,2
22,49464,RENT,5.0,PERSONAL,B,42.94425908363144,5.176252292505034,1,0.2053141304789703,N,3
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,42.94425908363144,3.974574294446668,1,0.203959609416471,N,3
25,50000,RENT,4.0,HOMEIMPROVEMENT,A,42.94425908363144,3.293523846692644,1,0.203959609416471,N,2
24,44000,RENT,2.0,DEBTCONSOLIDATION,D,42.94425908363144,6.0983823251944616,1,0.2125898815438564,N,2
23,50000,RENT,1.0,VENTURE,B,42.94425908363144,5.176252292505034,1,0.203959609416471,N,4
22,50004,RENT,0.0,VENTURE,B,42.94425908363144,4.751723422522389,1,0.203959609416471,N,2
22,50004,RENT,3.0,VENTURE,C,42.94425908363144,5.287513560827499,1,0.203959609416471,N,3
22,52000,RENT,2.0,EDUCATION,B,42.94425908363144,4.971533367663319,1,0.2011140913294194,N,4
23,13200,OWN,3.0,DEBTCONSOLIDATION,A,27.810167584590566,3.974574294446668,1,0.18362031118897987,N,4
24,220000,MORTGAGE,1.0,EDUCATION,B,42.94425908363144,5.105834202938125,0,0.08577270577368722,N,2
23,216000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,41.0193508072906,4.3019985976324175,0,0.07963535856508341,N,3
25,216000,MORTGAGE,2.0,EDUCATION,D,42.94425908363144,6.280273672094934,0,0.09164550999092827,N,3
26,216000,MORTGAGE,10.0,EDUCATION,C,40.494917292743274,5.817658963202639,0,0.07321898211290748,Y,2
23,215000,MORTGAGE,7.0,MEDICAL,C,46.89384689884585,5.963043704673576,0,0.11275172017356352,Y,3
26,215000,MORTGAGE,11.0,EDUCATION,A,35.35655209774959,3.9678435512490733,0,0.052136339569364726,N,2
23,52000,RENT,1.0,PERSONAL,C,42.94425908363144,5.55587996430581,1,0.2011140913294194,N,2
26,46000,RENT,2.0,DEBTCONSOLIDATION,D,42.94425908363144,5.184656331290282,1,0.20912520100540552,N,4
22,53000,RENT,5.0,EDUCATION,C,42.94425908363144,5.61159632195353,1,0.1996194006045914,Y,4
26,47000,RENT,0.0,HOMEIMPROVEMENT,D,42.94425908363144,6.085945615794015,1,0.20789531648706788,Y,2
23,47000,RENT,1.0,VENTURE,E,42.94425908363144,6.7208123764509615,1,0.20789531648706788,N,2
23,13200,MORTGAGE,2.0,EDUCATION,B,19.471992131290946,4.412668785079047,0,0.08577270577368722,N,4
21,13200,OWN,0.0,VENTURE,C,27.089219045444224,5.491699525340929,1,0.17471923148770432,N,4
22,210000,MORTGAGE,6.0,VENTURE,B,38.17290711901017,4.82872122331972,0,0.06650815354866042,N,4
26,210000,OWN,10.0,PERSONAL,B,41.52511636614765,5.176252292505034,0,0.07963535856508341,N,4
26,48000,RENT,5.0,VENTURE,F,42.94425908363144,6.835511719961379,1,0.20662548407889342,N,2
23,55000,RENT,4.0,EDUCATION,B,42.94425908363144,5.043287083548921,1,0.19647625278770423,N,3
23,55000,RENT,4.0,EDUCATION,D,42.94425908363144,6.17753182216554,1,0.19647625278770423,Y,3
24,55164,RENT,8.0,PERSONAL,C,42.94425908363144,5.55587996430581,1,0.19647625278770423,Y,4
26,56000,RENT,4.0,DEBTCONSOLIDATION,C,42.94425908363144,5.462100014976926,1,0.19647625278770423,N,2
24,203500,OWN,8.0,MEDICAL,C,40.494917292743274,5.507795792211429,0,0.07963535856508341,N,3
23,190000,MORTGAGE,5.0,EDUCATION,F,41.52511636614765,6.639621908702325,1,0.09164550999092827,Y,3
23,13920,OWN,2.0,PERSONAL,E,31.430855160212154,6.512846253877435,1,0.2114710766074444,N,4
24,60000,RENT,0.0,PERSONAL,B,42.94425908363144,4.936829374622175,1,0.19134445790135002,N,3
24,60000,RENT,2.0,PERSONAL,B,42.94425908363144,4.971533367663319,1,0.19134445790135002,N,3
26,54000,RENT,7.0,DEBTCONSOLIDATION,D,42.94425908363144,5.973147137602849,1,0.19807414596455122,Y,2
24,200000,RENT,8.0,MEDICAL,B,35.35655209774959,5.41341092089616,0,0.052136339569364726,N,2
24,200000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,35.35655209774959,5.627440931456312,0,0.052136339569364726,N,2
21,200000,MORTGAGE,5.0,EDUCATION,C,38.17290711901017,5.927580842868323,0,0.06650815354866042,N,4
25,54000,RENT,3.0,HOMEIMPROVEMENT,E,42.94425908363144,6.460655346587234,1,0.19807414596455122,N,4
23,60000,RENT,3.0,PERSONAL,C,42.94425908363144,5.424258164961908,1,0.19134445790135002,N,3
23,60000,RENT,7.0,PERSONAL,B,42.94425908363144,4.718883227718062,1,0.19134445790135002,N,4
21,60000,RENT,6.0,EDUCATION,B,42.94425908363144,4.936829374622175,1,0.19134445790135002,N,4
25,61959,RENT,9.0,MEDICAL,C,42.94425908363144,5.424258164961908,1,0.18761725521095682,N,2
22,56400,RENT,2.0,HOMEIMPROVEMENT,D,42.94425908363144,6.005895715953043,1,0.1948235461835074,Y,3
21,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,42.94425908363144,5.758227770612001,0,0.09726738541716978,N,2
24,200000,MORTGAGE,3.0,VENTURE,A,42.486348050410335,3.8350506231702495,0,0.09164550999092827,N,4
26,200000,MORTGAGE,4.0,EDUCATION,C,37.524114979005375,5.963043704673576,0,0.059486443386211396,N,3
25,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,37.852492161458144,5.2209614143029945,0,0.06650815354866042,N,2
24,200000,RENT,8.0,EDUCATION,A,33.669449219720555,4.169845657099273,0,0.04443916500008338,N,4
24,66000,RENT,3.0,EDUCATION,B,42.94425908363144,4.616352236792386,1,0.18362031118897987,N,2
22,66000,RENT,6.0,EDUCATION,C,42.94425908363144,5.513153592612336,1,0.18362031118897987,Y,3
22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,32.727536348057775,3.3613807200979817,0,0.03637498791878667,N,4
25,200000,RENT,5.0,EDUCATION,D,39.383091609599575,6.340831965196104,0,0.07321898211290748,N,3
25,200000,MORTGAGE,2.0,VENTURE,B,35.35655209774959,4.757677311635081,0,0.052136339569364726,N,2
25,200000,MORTGAGE,9.0,PERSONAL,C,42.037684296865365,5.8510525826631365,0,0.09164550999092827,N,3
26,66996,RENT,10.0,PERSONAL,D,42.94425908363144,6.068502193850697,1,0.18151332289601382,Y,2
23,67000,RENT,3.0,EDUCATION,A,42.94425908363144,3.974574294446668,1,0.18151332289601382,N,4
24,67000,RENT,2.0,VENTURE,B,42.94425908363144,4.936829374622175,1,0.18151332289601382,N,3
24,68000,RENT,5.0,PERSONAL,D,42.94425908363144,5.784122870525579,1,0.18151332289601382,Y,3
25,69000,RENT,9.0,PERSONAL,D,42.94425908363144,6.618621422676826,1,0.17932976077148235,N,2
25,200000,MORTGAGE,0.0,EDUCATION,B,35.35655209774959,5.077471851285368,0,0.052136339569364726,N,3
26,188000,MORTGAGE,10.0,VENTURE,E,40.494917292743274,6.676831297324848,1,0.08577270577368722,N,2
26,200000,MORTGAGE,4.0,PERSONAL,C,24.19955612823122,5.740049934227697,0,0.009760196186011837,N,3
25,69996,RENT,9.0,EDUCATION,D,42.94425908363144,6.068502193850697,1,0.17932976077148235,N,3
22,14400,OWN,2.0,MEDICAL,B,26.220706574957266,4.936829374622175,1,0.15865969514278924,N,3
24,70000,RENT,3.0,EDUCATION,B,42.94425908363144,5.184656331290282,1,0.17932976077148235,N,4
24,14400,OWN,5.0,PERSONAL,A,29.316386072918462,3.8350506231702495,1,0.19134445790135002,N,3
24,56100,RENT,7.0,MEDICAL,D,42.94425908363144,6.381763053375524,1,0.18362031118897987,N,4
25,66000,RENT,9.0,VENTURE,D,42.94425908363144,6.0983823251944616,1,0.18362031118897987,Y,2
26,66000,RENT,3.0,HOMEIMPROVEMENT,B,42.94425908363144,5.105834202938125,1,0.18362031118897987,N,4
25,14400,OWN,7.0,EDUCATION,A,28.446629180547024,3.2170975999804727,1,0.18151332289601382,N,2
25,72612,RENT,9.0,MEDICAL,C,42.94425908363144,5.526531497628809,1,0.17471923148770432,N,2
23,74000,RENT,3.0,MEDICAL,B,42.94425908363144,4.751723422522389,1,0.17471923148770432,N,3
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,42.94425908363144,4.751723422522389,1,0.17228497321906472,N,2
25,191000,MORTGAGE,1.0,MEDICAL,B,33.669449219720555,5.369863158034459,0,0.04443916500008338,N,4
24,75000,RENT,4.0,EDUCATION,B,42.94425908363144,4.718883227718062,1,0.17228497321906472,N,4
22,71000,RENT,1.0,EDUCATION,D,42.94425908363144,6.251048689197569,1,0.17706624781167016,Y,4
26,190000,MORTGAGE,3.0,VENTURE,B,40.494917292743274,5.27369847647924,0,0.08577270577368722,N,4
23,189996,OWN,0.0,PERSONAL,B,42.486348050410335,5.176252292505034,0,0.09726738541716978,N,3
23,78000,RENT,1.0,VENTURE,B,42.94425908363144,4.82872122331972,1,0.16975953713036135,N,3
23,78504,RENT,7.0,VENTURE,B,42.94425908363144,4.863968896765563,1,0.16975953713036135,N,3
25,186000,OWN,9.0,VENTURE,B,33.669449219720555,4.718883227718062,0,0.04443916500008338,N,4
25,185000,RENT,6.0,VENTURE,C,37.524114979005375,6.083455990357402,0,0.06650815354866042,N,2
24,62050,RENT,8.0,MEDICAL,D,42.94425908363144,6.0983823251944616,1,0.17471923148770432,Y,2
23,79416,RENT,7.0,VENTURE,D,42.94425908363144,6.068502193850697,1,0.1671387780366712,Y,2
21,14400,OWN,4.0,VENTURE,C,29.645028430310255,5.945331951298465,1,0.19311374540391096,N,2
24,79631,RENT,8.0,PERSONAL,D,42.94425908363144,6.189830210437727,1,0.1671387780366712,Y,2
24,79632,RENT,0.0,EDUCATION,C,42.94425908363144,5.590419006012278,1,0.1671387780366712,N,4
24,80000,RENT,6.0,EDUCATION,A,42.94425908363144,3.5273976135530263,1,0.1671387780366712,N,2
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,42.94425908363144,5.659032347003334,1,0.1671387780366712,N,4
22,185000,RENT,4.0,MEDICAL,B,42.94425908363144,5.043287083548921,0,0.10265113379417039,N,2
26,185000,OWN,10.0,PERSONAL,A,27.887153737473458,3.9001160375654673,0,0.027922524440751297,N,2
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,41.52511636614765,5.8791987794151055,0,0.09164550999092827,Y,4
23,184000,OWN,5.0,EDUCATION,B,22.98886341392129,5.176252292505034,0,0.009760196186011837,N,2
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,40.494917292743274,5.622163034792844,1,0.09164550999092827,Y,4
24,183000,MORTGAGE,2.0,MEDICAL,B,40.494917292743274,5.08031317164926,0,0.08577270577368722,N,3
25,182952,MORTGAGE,9.0,PERSONAL,A,37.524114979005375,3.3086777288973495,0,0.06650815354866042,N,3
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,42.94425908363144,6.348069601058499,1,0.17471923148770432,N,4
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,42.94425908363144,3.7657716853003445,1,0.1671387780366712,N,3
23,81600,RENT,1.0,MEDICAL,B,42.94425908363144,5.043287083548921,1,0.1671387780366712,N,3
24,82000,RENT,8.0,VENTURE,B,42.94425908363144,4.718883227718062,0,0.1644183285980917,N,2
24,83000,RENT,5.0,EDUCATION,B,42.94425908363144,4.974417613923041,0,0.1644183285980917,N,3
24,83000,RENT,5.0,PERSONAL,D,42.94425908363144,5.4755687881640185,0,0.1644183285980917,Y,3
24,180000,RENT,8.0,EDUCATION,E,39.383091609599575,6.883246249622607,0,0.07963535856508341,Y,4
23,180000,MORTGAGE,8.0,PERSONAL,A,44.2391893662115,3.841933563093266,0,0.11275172017356352,N,3
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,26.220706574957266,6.432052175186606,1,0.15865969514278924,N,2
22,14400,OWN,0.0,PERSONAL,B,21.87950222729423,4.980182550190449,0,0.10780879944927324,N,4
22,84500,RENT,6.0,PERSONAL,F,42.94425908363144,6.805832821783694,0,0.1644183285980917,N,4
24,85000,RENT,5.0,MEDICAL,B,42.94425908363144,4.82872122331972,0,0.16159358557910303,N,4
24,180000,MORTGAGE,7.0,VENTURE,B,36.84153446321289,5.2209614143029945,0,0.06650815354866042,N,2
26,180000,MORTGAGE,2.0,VENTURE,B,35.35655209774959,4.5307128726487935,0,0.059486443386211396,N,4
25,142800,MORTGAGE,9.0,MEDICAL,F,33.669449219720555,6.79439133926478,1,0.052136339569364726,N,4
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,42.94425908363144,5.97567100692327,0,0.16159358557910303,N,3
24,75000,RENT,0.0,VENTURE,E,42.94425908363144,5.940264233347503,1,0.17228497321906472,Y,3
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,42.94425908363144,6.268109080926526,1,0.17228497321906472,N,4
23,66215,RENT,1.0,MEDICAL,D,42.94425908363144,6.108318033254675,1,0.16975953713036135,Y,2
25,90000,RENT,9.0,MEDICAL,B,42.94425908363144,4.936829374622175,0,0.15865969514278924,N,4
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,29.580110490479466,3.974574294446668,1,0.18951317300823922,N,2
26,180000,OWN,2.0,PERSONAL,B,42.94425908363144,4.936829374622175,0,0.10265113379417039,N,4
24,180000,OWN,8.0,EDUCATION,B,41.0193508072906,5.077471851285368,0,0.09164550999092827,N,3
25,180000,OWN,9.0,MEDICAL,C,40.494917292743274,5.827949013178252,0,0.08577270577368722,Y,4
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,33.669449219720555,4.00811549281157,0,0.052136339569364726,N,4
25,180000,MORTGAGE,3.0,VENTURE,B,33.624097527980005,5.014673203809577,0,0.052136339569364726,N,2
23,78000,RENT,2.0,VENTURE,D,42.94425908363144,6.340831965196104,1,0.16975953713036135,Y,3
25,66300,RENT,3.0,MEDICAL,E,42.94425908363144,6.7208123764509615,1,0.16975953713036135,Y,4
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,42.94425908363144,5.043287083548921,0,0.15865969514278924,N,3
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,42.94425908363144,6.005895715953043,1,0.16975953713036135,Y,4
24,91800,RENT,4.0,PERSONAL,C,42.94425908363144,5.61159632195353,0,0.1556115371039023,Y,3
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,42.94425908363144,5.41341092089616,0,0.1556115371039023,N,3
24,92000,RENT,1.0,VENTURE,C,42.94425908363144,5.424258164961908,0,0.1556115371039023,Y,4
23,93600,RENT,3.0,VENTURE,D,42.94425908363144,6.068502193850697,0,0.1556115371039023,N,4
23,15000,MORTGAGE,1.0,MEDICAL,C,20.76795341600809,5.410696642438436,0,0.09164550999092827,Y,3
23,70550,RENT,3.0,MEDICAL,F,42.94425908363144,6.973470580808992,1,0.1644183285980917,Y,4
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,42.94425908363144,6.251048689197569,1,0.1644183285980917,Y,3
26,175000,MORTGAGE,3.0,VENTURE,A,23.24486142538938,4.3019985976324175,0,0.009760196186011837,N,4
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,31.70230103673127,3.974574294446668,0,0.04443916500008338,N,2
23,175000,MORTGAGE,8.0,PERSONAL,B,41.0193508072906,5.2209614143029945,0,0.09164550999092827,N,3
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,26.220706574957266,5.7556335311814575,1,0.1556115371039023,N,4
